wordform,lemma,pos_tag
Erlebnis,Erlebnis,NOUN
benötigten,benötigen,VERB
nützlich,nützlich,ADJ
es/,es,PRON
probieren,probieren,VERB
gebackenes,gebacken,ADJ
auszuwerfen,auswerfen,VERB
erweist,erweisen,VERB
herausbrachte,herausbringen,VERB
mahlten,mahlen,VERB
vorenthalten,vorenthalten,VERB
Verhältnisse,Verhältnis,NOUN
ungenügend,ungenügend,ADJ
bauen,bauen,VERB
aussehen,aussehen,VERB
würdig,würdig,ADJ
bebauten,bebauten,VERB
bedeutenden,bedeutend,ADJ
kennenlernen,kennenlernen,VERB
tuscheln,tuscheln,VERB
herrschen,herrschen,VERB
Anführer,Anführer,NOUN
Übereinkommen,Übereinkommen,NOUN
beschlagnahmen,beschlagnehmen,VERB
Beschlagnahmung,Beschlagnahmung,NOUN
Einrichtungsgegenstände,Einrichtungsgegenstand,NOUN
Um,um,ADP
willen,willen,NOUN
geerbt,erben,VERB
Trage,Trage,NOUN
fühlen,fühlen,VERB
herabgesetzt,herabsetzen,VERB
heimlich,heimlich,ADJ
reisten,reisen,VERB
Ortes,Ort,NOUN
bekanntmachen,bekanntmachen,VERB
schlimmer,schlimm,ADJ
beschlagnahmten,beschlagnahmen,VERB
verschworen,verschwieren,VERB
barmherziger,barmherziger,ADJ
Reisegeld,Reisegeld,NOUN
erledigten,erledigen,VERB
Formalitäten,Formalität,NOUN
Küche,Küche,NOUN
Schiffes,Schiff,NOUN
Dampfschiffes,Dampfschiff,NOUN
salzten,salzen,VERB
kochten,kochen,VERB
Passagieren,Passagier,NOUN
alten,alt,ADJ
Armut,Armut,NOUN
Leiden,Leiden,NOUN
erlöst,erlösen,VERB
Ausgaben,Ausgabe,NOUN
befreie,befreien,VERB
zurückläßt,zurückläßen,VERB
Entschluß,Entschluß,NOUN
sichere,sicher,NOUN
selbstsicher,selbstsich,ADJ
Überzeugung,Überzeugung,NOUN
Hirten,Hirte,NOUN
hütet,hüten,VERB
Bedingungen,Bedingung,NOUN
hart,hart,ADJ
besuchte,besuchen,VERB
Urlaub,Urlaub,NOUN
Butterschmalz,Butterschmalz,NOUN
Reittiers,Reittier,NOUN
Schlange,Schlange,NOUN
ausgestreckt,ausstrecken,VERB
Reittier,Reittier,NOUN
streichelte,streicheln,VERB
vorsichtig,vorsichtig,ADJ
zertrete,zertreten,VERB
Aufforderung,Aufforderung,NOUN
Belohnung,Belohnung,NOUN
Fürchtest,Fürchtest,NOUN
blase,blase,NOUN
geblasen,wlasen,VERB
Plätschern,Plätscher,NOUN
Vögel,Vogel,NOUN
Weggehen,Weggehen,NOUN
Angehörige,Angehörige,NOUN
losgezogen,losziehen,VERB
Hühnern,Hühn,NOUN
Futter,Futter,NOUN
Gefährtinnen,Gefährtin,NOUN
Ausstreuen,Ausstreuen,NOUN
Weizens,Weizen,NOUN
einstellen,einstellen,VERB
flirten,fliren,VERB
hinderten,hindern,VERB
gelacht,lachen,VERB
neugierig,neugierig,ADJ
blies,bleisen,VERB
Natur,Natur,NOUN
verstehen,verstehen,VERB
geheimhielt,heimhalten,VERB
Neugierde,Neugierde,NOUN
hinterlistig,hinterlistig,ADJ
verschlagen,verschlagen,VERB
möglichen,möglich,NOUN
Gründen,Grund|Gründen,NOUN
beleidigen,beleidigen,VERB
fremden,fremd,ADJ
verlieben,verlieben,VERB
geschenkt,schenken,VERB
abwesend,abwesend,ADJ
Lieblichkeit,Lieblichkeit,NOUN
begehren,begehren,VERB
einwandfreien,einwandfrei,ADJ
Lebenslauf,Lebenslauf,NOUN
verstieß,verstoßen,VERB
Güte,Gut,NOUN
erhörte,erhören,VERB
baute,bauen,VERB
Hühnerstall,Hühnerstall,NOUN
fegen,fegen,VERB
abzuspülen,abspülen,VERB
gefegt,legen,VERB
abgespült,abspülen,VERB
Unkraut,Unkraut,NOUN
jäten,jeten,VERB
verrichten,verrichten,VERB
tolle,toll,ADJ
Fußring,Fußring,NOUN
Wasserbecken,Wasserbecken,NOUN
W,W,X
asserbecken,asserbeck,ADJ
Fußrings,Fußrings,NOUN
Leg,Leg,NOUN
Fußreif,Fußreif,NOUN
Schale,Schale,NOUN
klopfen,klopfen,VERB
Fußreifs,Fußreif,NOUN
ärgern,ärgern,VERB
holeh,holeh,PROPN
Ihm,er,PRON
reichts,reicht,NOUN
Besitzerin,Besitzerin,NOUN
beschwerten,beschwerten,VERB
senkte,senken,VERB
Schatzkammer,Schatzkammer,NOUN
schiß,scheißen,VERB
Feder,Feder,NOUN
kleid,kleid,NOUN
hineingehst,hineinsen,VERB
trällerst,trällerst,ADV
Kleides,Kleid,NOUN
verstreuen,verstreuen,VERB
Nächte,Nacht,NOUN
entzündete,entzünden,VERB
brauchten,brauchen,VERB
Cousin,Cousin,NOUN
Jagdzüge,Jagdzug,NOUN
Jagdzug,Jagdzug,NOUN
Goldhuhn,Goldhuhn,NOUN
umhergegangen,umhergehen,VERB
Georgette,Georgette,PROPN
verringere,verringern,VERB
Zahl,Zahl,NOUN
trällere,träller,NOUN
betrat,betreten,VERB
Kot,Kot,NOUN
bereite,bereiten,VERB
Kehrricht,Kehrricht,NOUN
Wegzehrung,Wegzehrung,NOUN
Mistfladen,Mistfladen,NOUN
Tierkot,Tierkot,NOUN
äußerte,äußern,VERB
Wunsch,Wunsch,NOUN
verwandelte,verwandeln,VERB
gelobt,geloben|loben,VERB
Weizenbrot,Weizenbrot,NOUN
bevorzugst,bevorzug,VERB
Denn,denn,ADV
ausruhen,ausruhen,VERB
beschert,bescheren,VERB
Grün,Grün,NOUN
Jedesmal,jedesmal,ADV
Kräuter,Kräuter,NOUN
lebe,leben,VERB
Spucke,Spucke,NOUN
schlechten,schlecht,ADJ
hingebracht,hinbringen,VERB
tobte,toben,VERB
getobt,boben,VERB
Bestimmung,Bestimmung,NOUN
Fürze,Furz,NOUN
furzte,furzen,VERB
fortan,fortan,ADV
Sitzenbleiben,Sitzenbleiben,NOUN
Jeden,jeder,DET
tags,tag,NOUN
unschuldig,unschuldig,ADJ
Unschuld,Unschuld,NOUN
horchte,horchen,VERB
Deinen,dein,PRON
stimme,stimmen,NOUN
erkläre,erklären,VERB
Gewünschte,gewünscht,ADJ
Bis,bis,ADP
verheirateten,verheirateten,VERB
verreisen,verreisen,VERB
wegbleiben,wegbleiben,VERB
zurückkomme,zurückkommen,VERB
vorfinden,vorfinden,VERB
einverstanden.,einverstanden,ADJ
klug,klug,ADJ
ruhte,ruhen,VERB
Männergewand,Männergewand,NOUN
Schachspielen,Schachspielen,NOUN
auffordern,auffordern,VERB
schlossen,schließen,VERB
Wette,Wette,NOUN
folgender,folgend,ADJ
forderte,fordern,VERB
Spielen,Spiel|Spielen,NOUN
gewann,gewinnen,VERB
hinuntergegangen,hintntergehen,VERB
aufgefordert,auffordern,VERB
vollzog,vollziehen,VERB
Geschlechtsverkehr,Geschlechtsverkehr,NOUN
Stute,Stute,NOUN
Hengst,Hengst,NOUN
Mutterleib,Mutterleib,NOUN
Neugeborenes,Neugeborenes,NOUN
irrst,irren,VERB
Erklärung,Erklärung,NOUN
Welche,welcher,DET
Nenne,nennen,VERB
gedeckt,decken,VERB
genähert,nähern,VERB
wegging,weggehen,VERB
gewonnen,gewinnen,VERB
hochgewachsene,hochgewachsen,ADJ
wolltest,wolltesen,AUX
Zitronenkerne,Zitronenkerne,NOUN
Ältesten,Älteste,ADJ
erklärt,erklären,VERB
Uber,Uber,PROPN
Wohn,Wohn,NOUN
ort,ort,NOUN
jüngerer,jung,ADJ
Fragen,Frage,NOUN
Spazierritt,Spazierritt,NOUN
aufbrechen,aufbrechen,VERB
Hausherr,Hausherr,NOUN
Gast,Gast,NOUN
Wettrennen,Wettrennen,NOUN
schnelle,schnell,ADJ
bedient,bedienen,VERB
gekümmert,kümmern,VERB
Anstalten,Anstalt,NOUN
Deswegen,deswegen,ADV
belaste,belasen,VERB
zeige,zeige,VERB
schnellste,schnell,NOUN
schmutzig,schmutzig,ADJ
weite,weit,ADJ
grünem,grün,NOUN
gehorcht,horchen,VERB
verlängert,verlängern,VERB
Junggeselle,Junggeselle,NOUN
säten,sein,VERB
fruchtbare,fruchtbar,ADJ
Ernte,Ernte,NOUN
Dreschplätzen,Dreschplatz,NOUN
Junggesellen,Junggeselle,NOUN
unglücklicherweise,unglücklicherweise,ADV
handelten,handeln,VERB
Derwische,derwisch,NOUN
Gang,Gang,NOUN
schade,schade,ADJ
hierherkommen,hierherkommen,VERB
Sommers,Sommer,NOUN
Winters,Winter,NOUN
Reicht,reichen,VERB
kalte,kalt,NOUN
Nachkommenschaft,Nachkommenschaft,NOUN
Weiterarbeiten,Weiterarbeit,NOUN
Gemeinschaft,Gemeinschaft,NOUN
Verkaufe,Verkauf,NOUN
billig,billig,ADJ
Vorsichtigen,Vorsichtige,NOUN
Unterschrift,Unterschrift,NOUN
Bedeutung,Bedeutung,NOUN
genug,genug,ADV
ausgefallen,ausfallen,VERB
Nachwuchs,Nachwuchs,NOUN
Nachkommen,Nachkomme|Nachkommen,NOUN
gescheiten,gescheiten,VERB
Befinden,befinden,VERB
Maßnahme,Maßnahme,NOUN
Tonkrug,Tonkrug,NOUN
Notdurft,Notdurft,NOUN
vergruben,vergreuben,VERB
deckten,decken,VERB
ältester,alt,NOUN
kümmerst,kümmern,VERB
mittlere,mittler,ADJ
kümmert,kümmern,VERB
Diesen,dieser,DET
Jüngste,Jungst,NOUN
einigt,einigen,VERB
hinaustragen,hinaustragen,VERB
eures,eures,NOUN
zurückkommt,zurückkommen,VERB
Lösung,Lösung,NOUN
bereithalten,bereithalten,VERB
Urteil,Urteil,NOUN
entscheidet,entscheiden,VERB
Kleidungsstoff,Kleidungsstoff,NOUN
Turban,Turban,NOUN
Alles,alle,DET
Tüchtigste,Tüchtigste,NOUN
aufsammeln,aufsammeln,VERB
fürchteten,fürchten,VERB
flüchteten,flüchten,VERB
Unordnung,Unordnung,NOUN
stöbern,stöbern,VERB
Leiter,Leiter,NOUN
Tamburin,Tamburin,NOUN
älteste,alt,NOUN
umherziehen,umherziehen,VERB
kleinste,klein,NOUN
Älteste,Älteste,NOUN
Zuhörern,Zuhörer,NOUN
erbetteln,erbetteln,VERB
Hausherrin,Hausherrin,NOUN
überkam,überkommen,VERB
zubereitet,zubereiten,VERB
niederzuknien,niederzukneinernerzukniknien,VERB
betrinkt,betrenken,VERB
durchschaute,durchschauen,VERB
Kišk,Kišk,PROPN
ärmliches,ärmlich,ADJ
Olivenöl,Olivenöl,NOUN
verstohlen,verstohlen,VERB
zwickte,zwicken,VERB
Wertvolles,Wertvoll,NOUN
abgerichtet,abrichten,VERB
zuliebe,zuliebe,ADV
gebratenes,gebraten,ADJ
Pfeift,Pfeift,NOUN
Iß,essen,VERB
übernachten.,übernehhen,VERB
zechten,zhen,VERB
Töte,Tot,NOUN
Ausweg,Ausweg,NOUN
Kleinste,Klein,NOUN
hinstellen,hinstellen,VERB
Ministers,Minister,NOUN
unterhielt,unterhalten,VERB
Liebste,Liebste,NOUN
wärst,wersen,AUX
streckt,strecken,VERB
Erlaubtes,Erlaubt,NOUN
Verbotenes,Verboten,NOUN
strecke,Strecke,NOUN
strecken,strecken,VERB
Nägel,Nagel,NOUN
Stricke,Stricke,NOUN
anzuziehen,anziziehen,VERB
Dienerin,Dienerin,NOUN
verstärkten,verstärken,VERB
Geschäftsunternehmen,Geschäftsunternehmen,NOUN
Strecker,Strecker,NOUN
Aussehen,Aussehen,NOUN
Eigenschaften,Eigenschaft,NOUN
Krunbe,Krunbe,PROPN
gerufen,rufen,VERB
Zeniddär,Zeniddär,PROPN
hüte,hüben,VERB
ward,werd,NOUN
finde,finden,VERB
kehre,kehren,VERB
Hölle,Hölle,NOUN
Taschengeld,Taschengeld,NOUN
Verrücktere,Verrücktere,NOUN
Ereignis,Ereignis,NOUN
hinaufgegangen,hinaufgehen,VERB
schande,schand,ADJ
herzueilen,herzueilen,VERB
Beeil,Beeil,NOUN
läufst,laufen,VERB
reiten,reiten,VERB
Hinterhand,Hinterhand,NOUN
hochhebt,hochheben,VERB
aufsetzt,aufsetzen,VERB
Vorderhand,Vorderhand,NOUN
schneller,schnell,ADJ
rasch,rasch,ADJ
pflügte,pflügen,VERB
Furche,Furche,NOUN
einkehren,einkehren,VERB
Empfängst,Empfängst,NOUN
hundertfaches,hundertfach,NOUN
Willkommen,willkommen,ADJ
spannte,spannen,VERB
kleidete,kleiden,VERB
umfangreiches,umfangreich,ADJ
flüsterten,flüstern,VERB
Lebensgefühls,Lebensgefühl,NOUN
ankommt,ankommen,VERB
Königreichs,Königreich,NOUN
eintauschen,eintauschen,VERB
Ausspruch,Ausspruch,NOUN
Bäuerin,Bäuerin,NOUN
Analphabet,Analphabet,NOUN
gebildet,bilden,VERB
Auffassung,Auffassung,NOUN
übergaben,übergeben,VERB
schwache,schwach,ADJ
pflege,pflegen,VERB
einfache,einfach,ADJ
trage,tragen,VERB
Rede,Rede,NOUN
geschwätzig,geschwätzig,ADJ
höre,hören,VERB
Maßnahme.,Maßnahme,NOUN
erwischen,erwischen,VERB
stiehl,stiehl,NOUN
hereinkomme,hereinkommen,VERB
flüchte,flüchen,VERB
deinetwillen,deinetwillen,VERB
empfinde,empfinden,VERB
Reue,Reue,NOUN
Liebhaber,Liebhaber,NOUN
bereute,bereuen,VERB
heißgemacht,heißgemacht,VERB
veranlassen,veranlassen,VERB
aufzuteilen,aufteilen,VERB
erhitzte,erhitzen,VERB
umherzuziehen,umherzuziehen,VERB
Pflugstange,Pflugstange,NOUN
zuallererst,zuallererst,ADV
Acker,Acker,NOUN
zurechtgekommen,zurechtkkommen,VERB
glücklicher,glücklich,ADJ
empfange,empfangen,VERB
Euch,ihr,NOUN
zurechtgelegt,zurechtgelegt,VERB
wechselten,wechseln,VERB
Aufwand,Aufwand,NOUN
hundertfachen,hundertfachen,NOUN
Diebesgut,Diebesgut,NOUN
erwische,erwischen,VERB
gefragt,fragen,VERB
liebe,lieb,NOUN
hinüberschaffte,hinüberschaffen,VERB
schwierig,schwierig,ADJ
allemal,allemal,ADV
bereuten,bereuen,VERB
umherzuspringen,umherzuspringen,VERB
würdest,würdesn,AUX
Papa,Papa,PROPN
Stiefmutter,Stiefmutter,NOUN
bitter,bitter,ADJ
anflehte,anflehen,VERB
Anweisung,Anweisung,NOUN
Salma,Salma,PROPN
behandelst,behandelsen,VERB
teurere,teuer,ADJ
liebenswert,liebenswert,ADJ
zwe,zwe,ADV
tätigen,tätigen,VERB
umfangreich,umfangreich,ADJ
Diensten,Dienst,NOUN
beschützen,beschützen,VERB
sūsča,sūsča,PROPN
beseitigen,beseitigen,VERB
—dieses,—dieses,NOUN
antun,antun,VERB
vorhat,vorhat,VERB
ablassen,ablassen,VERB
vergiften,vergiften,VERB
Packe,Packe,NOUN
packe,packen,VERB
Genug,genug,ADV
Laufe,Lauf,NOUN
Abends,Abend,NOUN
Einen,ein,DET
angenehmen,angenehm,VERB
Zufriedenheit,Zufriedenheit,NOUN
Ob,ob,ADV
herzliches,herzlich,ADJ
Hirte,Hirte,NOUN
aufzuräumen,aufräumen,VERB
schmutziges,schmutzig,ADJ
gefällst,fällsen,VERB
verstoßen,verstoßen,VERB
Liebling,Liebling,NOUN
Nun,nun,ADV
vergißt,vergeßen,VERB
Hasen,Hasen,NOUN
Gedankt,gedanken,VERB
Widder,Widder,NOUN
Silber,Silber,NOUN
schmückte,schmücken,VERB
verzierte,verziert,ADJ
drum,drum,ADV
Schwarz,Schwarz,NOUN
empfing,empfeinen,VERB
Merkwürdig,merkwürdig,ADJ
behandle,behandlen,VERB
abgemüht,abmühen,VERB
dagegen,dagegen,ADV
müßt,müßen,VERB
trächtig,trächtig,ADJ
salma,Salma,PROPN
erfahren,erfahren,VERB
Kleinvieh,Kleinvieh,NOUN
Ziegenhirte,Ziegenhirt,NOUN
Salmas,Salma,PROPN
absichtlich,absichtlich,ADJ
Kuhhirten,Kuhhirt,NOUN
Rind,Rind,NOUN
gewöhnt,pöhnen,VERB
verschleiert,verschleieren,VERB
gepriesen,sreisen,VERB
empfunden,empfinden,VERB
Schultern,Schulter,NOUN
Großvaters,Großvater,NOUN
ärgerlich,ärgerlich,ADJ
liebkosen,liebkosen,VERB
Notwendigkeit,Notwendigkeit,NOUN
Seid,sein,AUX
gottverboten,gottverbot,ADJ
Merkmale,Merkmal,NOUN
ähnlich,ähnlich,ADJ
lügst,lügen,VERB
liebkost,liebkost,NOUN
genießen,genießen,VERB
gruben,graben,VERB
Erhängen,erhängen,VERB
dürsten,dürsten,VERB
erstaunt,erstaunt,ADJ
beeilen,beeilen,VERB
Traglast,Traglast,NOUN
Esels,Esel,NOUN
Traglasten,Traglasten,NOUN
Käufer,Käufer,NOUN
genügen,genügen,VERB
Müdigkeit,Müdigkeit,NOUN
nickte,nicken,VERB
Zikade,Zikade,NOUN
Mist,Mist,NOUN
Kugel,Kugel,NOUN
kletterte,klettern,VERB
hinaufgeklettert,hinaufgeklett,VERB
zurückkam,zurückken,VERB
herabkullern,herabkullern,VERB
abgeschlagenen,abgeschlagen,ADJ
hinbringen,hinbringen,VERB
Sprechen,sprechen,VERB
verdient,verdienen,VERB
abgeschlagen,abschlagen,VERB
Abschlagen,Abschlage,NOUN
Kopfes,Kopf,NOUN
applaudierten,applaudieren,VERB
loszukommen,loszukommen,VERB
Holzsammler,Holzsammler,NOUN
Prinzessin,Prinzessin,NOUN
Gutes,gut,NOUN
Hintern,Hinter,NOUN
einzudringen,eindringen,VERB
herauszuziehen,herausziehen,VERB
verzieren,verzieren,VERB
aufmachte,aufmachen,VERB
erfinden,erfinden,VERB
steckst,stecken,VERB
lacht,lachen,VERB
Plastik,Plastik,NOUN
stopfte,stopfen,VERB
plumpste,plump,NOUN
Krümel,Krümel,NOUN
hängenblieben,hännbleiben,VERB
niesen,neisen,VERB
scheißt,scheißen,VERB
durchsuchten,durchsichen,VERB
hochmütig,hochmütig,ADJ
stehenbleiben,stehenbleiben,VERB
schnappen,schnappen,VERB
wegzulaufen,weglaufaufen,VERB
gelehnt,lehnen,VERB
zugewandt,zuwanden,VERB
Vorbeikommen,Vorbeikommen,NOUN
stehst,stehen,VERB
vierter,viert,ADJ
arbeitest,arbeitest,NOUN
Selbstmord,Selbstmord,NOUN
überlegt,überlegt,VERB
versucht,versuchen,VERB
beschlossen,beschließen,VERB
stelle,stellen,VERB
Barvermögen,Barvermoge,NOUN
Nachdenken,Nachdenk,NOUN
überlegte,überlegen,VERB
unbewegliches,unbeweglich,ADJ
ausgibt,ausgiben,VERB
denke,denken,VERB
vergeuden,vergeuden,VERB
wählte,wählen,VERB
Geschäfte,Geschäft,NOUN
eingetragen,eintragen,VERB
hineinwerfen,hineinwerfen,VERB
Bescheinigungen,Bescheinigung,NOUN
weggingen,weggehen,VERB
tot,tot,ADJ
Streng,streng,ADJ
wirf,werfen,VERB
linksund,linksund,ADJ
Straßehinein,Straßehinein,ADV
herabfällt,herabfällen,VERB
Grenze,Grenze,NOUN
festzulegen,festzilegen,VERB
streng,streng,ADJ
Straßenecke,Straßenecke,NOUN
wunderten,wundern,VERB
nächtelang,nächtelang,ADV
Gedanken,Gedanke,NOUN
Tode,Tod,NOUN
Nachts,Nacht,NOUN
trübsinnigen,trübsinnig,ADJ
Hochmut,Hochmut,NOUN
dahingegangen,dahingehen,VERB
Projekte,Projekt,NOUN
Nutzen,Nutzen,NOUN
aussucht,aussuchen,VERB
Schwierigkeiten,Schwierigkeit,NOUN
aussetzen,aussetzen,VERB
untätigen,untätig,ADJ
fernhalten,fernhalten,VERB
entdeckt,entdecken,VERB
bereuen,bereuen,VERB
nützen,nützen,VERB
verschlagenen,verschlagen,ADJ
gemeinen,gemein,NOUN
Fuchs,Fuchs,NOUN
befreundet,befreunden,VERB
Wölfe,Wolf,NOUN
Schlauheit,Schlauheit,NOUN
spazierengingen,spazierengingen,VERB
Dankbarkeit,Dankbarkeit,NOUN
Ratschlag,Ratschlag,NOUN
Freundes,Freund,NOUN
Fuchses,Fuchs,NOUN
vernünftig,vernünftig,ADJ
Teilung,Teilung,NOUN
Fleischstück,Fleischstück,NOUN
ältere,alt,ADJ
übertreffen,übertreffen,VERB
betrügen,betrügen,VERB
Staubkorn,Staubkorn,NOUN
Talsohle,Talsohle,NOUN
Flußtals,Flußtal,NOUN
Wolfes,Wolf,NOUN
weinend,weinend,ADJ
klagen,klagen,VERB
gelungen,gelingen,VERB
boshafte,boshaft,ADJ
herumgestochert,herumstochern,VERB
seist,sein,AUX
jaja,jaja,PART
Sandkorn,Sandkorn,NOUN
hattest,haben,AUX
angefreundet,anfreunden,VERB
Vorwürfe,Vorwurf,NOUN
Füchsen,Fuchse,NOUN
hüten,hüten,VERB
auszusuchen,aussuchen,VERB
schmutziger,schmutzig,ADJ
schmieriger,schmierig,ADJ
einschmeichelnder,einschmeichelnder,ADJ
Aas,Aas,PROPN
Rabe,Rabe,NOUN
grüßte,grüßen,VERB
Raben,Raben,NOUN
Rundflug,Rundflug,NOUN
herunterfallen,herunterfallen,VERB
überkommen,überkommen,VERB
entlangflogen,entlangfliegen,VERB
Schafen,Schaf,NOUN
herunterfiel,herunterfal,VERB
Pelz,Pelz,NOUN
stolz,stolz,ADJ
einherzugehen,einherkugehen,VERB
Spaziergang,Spaziergang,NOUN
prahlte,prahlen,VERB
Pelze,Pelze,NOUN
hineinzuschaffen,hineincuschaffen,VERB
bewahrte,bewahren,VERB
Saum,Saum,NOUN
erjagte,erjagen,VERB
Zucchinis,Zucchinis,NOUN
Inneres,Innere,NOUN
ausgehöhlt,aushöhlen,VERB
bliebt,bleiben,VERB
Eingang,Eingang,NOUN
Sitzen,Sitze,NOUN
Baues,Bau,NOUN
pfeifen,pfeifen,VERB
heult,heulen,VERB
Heulen,Heule,NOUN
tönte,tönen,VERB
gewinnt,ninnen,VERB
rangen,rangen,VERB
Niederlage,Niederlage,NOUN
Sieg,Sieg,NOUN
Feinden,Feind,NOUN
hängengeblieben,hängenblieben,VERB
erbost,erbost,ADJ
verdammte,verdammen,VERB
Draußen,draußen,ADV
Belagerung,Belagerung,NOUN
belagerten,belagern,VERB
Heerführer,Heerführer,NOUN
Kurugli,Kurugli,PROPN
Führer,Führer,NOUN
belagerte,belagern,VERB
Verfügung,Verfügung,NOUN
stehenden,stehend,ADJ
streifte,streifen,VERB
Dorfbewohnern,Dorfbewohner,NOUN
bedrohte,bedrohen,VERB
Angriff,Angriff,NOUN
Mitternacht,Mitternacht,NOUN
Einflußreichen,Einflußreichen,NOUN
Ratgeber,Ratgeber,NOUN
Redner,Redner,NOUN
Widerstand,Widerstand,NOUN
leisten,leisten,VERB
Äußerstes,Äußerst,NOUN
Energie,Energie,NOUN
Waffen,Waffe,NOUN
bewaffneten,bewaffnet,ADJ
Abteilungen,Abteilung,NOUN
Abteilung,Abteilung,NOUN
Abhang,Abhang,NOUN
Brösa,Brösa,PROPN
Treffsicherheit,Treffsicherheit,NOUN
Abhänge,Abhang,NOUN
errichteten,errichten,VERB
Barrikaden,Barrikade,NOUN
Kuruglis,Kurugli,PROPN
Führers,Führer,NOUN
Westens,Westen,NOUN
sichtbar,sichtbar,ADJ
eröffnen,eröffnen,VERB
unaufmerksam,unaufmerksam,ADJ
Zielsicherheit,Zielsicherheit,NOUN
feuerte,feuern,VERB
Teekessel,Teekessel,NOUN
Gewehren,Gewehr,NOUN
Schießpulver,Schießpulver,NOUN
Bleikugel,Bleikugel,NOUN
Mündung,Mündung,NOUN
Gewehrs,Gewehr,NOUN
abreißen,abreißen,VERB
abziehen,abziehen,VERB
abgezogen,abziehen,VERB
überlebt,überleben,VERB
geflohen,fliehen,VERB
beigestanden,beistehen,VERB
größerem,groß,ADJ
brösa,brösa,NOUN
Löwen,Löwe,NOUN
Gewehr,Gewehr,NOUN
Ziel,Ziel,NOUN
verfehlte,verfehlen,VERB
Pilger,Pilger,NOUN
gesellte,gesellen,VERB
entlanggingen,entlanggingen,VERB
Damaszener,Damaszener,NOUN
verspotten,verspotten,VERB
eingebildet,einbilden,VERB
übermütig,übermütig,ADJ
erwachsen,erwachsen,ADJ
auslacht,auslachen,VERB
könntet,können,AUX
aufnehmen,aufnehmen,VERB
verlachten,verlachten,VERB
verspotteten,verspotten,VERB
zurückgelegt,zurücklegen,VERB
Beduinenüberfall,Beduinenüberfall,NOUN
Wüstensteppe,Wüstensteppe,NOUN
bewohnen,bewohnen,VERB
Raubüberfall,Raubüberfall,NOUN
anschrie,anschreien,VERB
Damaszenern,Damaszener,NOUN
Furcht,Furcht,NOUN
Raubüberfalls,Raubüberfall,NOUN
Sag,sagen,VERB
Lanze,Lanze,NOUN
triffst,treffen,VERB
Überfalls,Überfall,NOUN
Triff,Triff,NOUN
Kettchen,Kettchen,NOUN
schoß,schießen,VERB
tatsächlich,tatsächlich,ADJ
auszurauben,ausraubeuben,VERB
wendete,wenden,VERB
Hengstes,Hengst,NOUN
Beduinen,Beduine,NOUN
Kleinen,Kleine,NOUN
erweisen,erweisen,VERB
mutigeren,mutig,ADJ
seligen,selig,VERB
besseren,gut,ADJ
raubten,rauben,VERB
Schellentrommel,Schellentrommel,NOUN
Leittier,Leittier,NOUN
braten,braten,VERB
ḳsatō,ḳsatō,PROPN
Zweigen,Zweig,NOUN
verliebt,verlieben,ADJ
Liedes,Lied,NOUN
lauschten,lauschen,VERB
fühlten,fühlen,VERB
Leittieres,Leittier,NOUN
grillten,grillen,VERB
hinaufgestiegen,hinaufgestiegen,VERB
hinaufstieg,hinaufstiegetien,VERB
žalīl,Žalīl,PROPN
Žalīl,Žalīl,PROPN
vermißte,vermißen,VERB
Schlafzimmer,Schlafzimmer,NOUN
schlafengelegt,schlafenlegen,VERB
Pistole,Pistole,NOUN
Sprichwort,Sprichwort,NOUN
hübscher,hübsch,ADJ
Getränk,Getränk,NOUN
Dolch,Dolch,NOUN
Oberarm,Oberarm,NOUN
herauszuschneiden,herausschneiden,VERB
Blutader,Blutader,NOUN
Blutadern,Blutader,NOUN
leider,leider,ADV
Ärgers,Ärger,NOUN
beleidigt,beleidigt,VERB
Arm,Arm,NOUN
Fußweg,Fußweg,NOUN
verschlossen,verschließen,VERB
Maʕlūlas,Maʕlūla,PROPN
erkundigten,erkundigen,VERB
Baxʕas,Baxʕa,PROPN
Streichen,Streichen,NOUN
aufgelegt,auflegen,VERB
Militärkleidung,Militärkleidung,NOUN
Steuereintreiber,Steuereintreiber,NOUN
eintreiben,eintreiben,VERB
Hähne,Hahn,NOUN
vierbeinige,vierbeinig,ADJ
erfüllten,erfüllen,VERB
scheißen,scheißen,VERB
scheiße,scheiß,ADJ
abendländisches,abendländisch,ADJ
Toilette,Toilette,NOUN
Kümmert,Kümmert,NOUN
Kerl,Kerl,NOUN
Verfluchten,Verfluchte,NOUN
Gestank,Gestank,NOUN
türkisch,türkisch,ADJ
xrā,xrā,PROPN
tixra,tixra,PROPN
ṣ,ṣ,X
ṣaḥḥa,ṣaḥḥa,PROPN
Scheiß,Scheiß,NOUN
Wohl,wohl,ADV
bekomm,bekommen,VERB
scheiß,scheiß,ADV
ausgetrocknete,ausgetrocknet,ADJ
Flußbett,Flußbett,NOUN
versteht,verstehen,VERB
versperren,versperren,VERB
schissen,scheißen,VERB
wahren,wahren,VERB
hänseln,hänseln,VERB
Brunnen,Brunnen,NOUN
Schlangen,Schlange,NOUN
Skorpione,Skorpione,NOUN
bissen,bissen,VERB
bzw,bzw,X
Orte,Ort,NOUN
quälten,quälten,VERB
kleideten,kleiden,VERB
erntete,ernten,VERB
habe.,haben,AUX
auszustreuen,ausstreuen,VERB
streute,streuen,VERB
Felsengewölbe,Felsengewölbe,NOUN
Gewölbe,Gewölbe,NOUN
Herrlichkeit,Herrlichkeit,NOUN
